business_age_years,daily_upi_sales,utility_bill_score,supplier_repay_score,loan_to_revenue_ratio,biz_type_encoded,city_tier,purpose_encoded,monthly_upi,has_digital_payment,tenure_score,repaid_on_time
11.5,3305,2,2,1.583,10,1,5,85930,1,0.767,0
3.3,5042,4,3,2.016,0,2,0,131092,1,0.22,1
9.0,10249,4,4,1.626,11,1,5,266474,1,0.6,1
9.4,1639,4,2,2.176,1,3,5,42614,1,0.627,1
2.5,3727,4,4,1.1,9,1,0,96902,1,0.167,1
2.1,2606,3,1,2.238,5,2,1,67756,1,0.14,1
2.6,3007,4,4,2.272,9,2,0,78182,1,0.173,1
5.3,9664,1,3,0.99,11,2,3,251264,0,0.353,0
16.3,11046,4,2,1.509,11,2,4,287196,0,1.0,1
11.4,4306,4,1,3.019,9,2,0,111956,0,0.76,1
12.8,13009,4,1,1.281,0,2,2,338234,1,0.853,1
8.2,7692,4,4,1.287,7,2,3,199992,1,0.547,1
3.2,4954,4,3,0.538,9,1,0,128804,0,0.213,0
0.8,5960,1,4,1.806,7,2,2,154960,1,0.053,1
45.0,13375,3,3,1.246,0,1,0,347750,1,1.0,1
18.2,1579,4,4,0.844,4,2,5,41054,1,1.0,1
1.1,2592,3,3,3.228,9,2,4,67392,1,0.073,0
5.2,4089,3,3,2.682,11,2,4,106314,0,0.347,0
7.2,6696,3,2,1.08,10,3,5,174096,0,0.48,0
2.3,5186,1,4,2.841,3,1,0,134836,0,0.153,1
12.9,10885,3,4,1.531,4,1,3,283010,1,0.86,1
4.3,2145,2,4,3.124,11,1,0,55770,0,0.287,0
4.4,12831,1,3,1.299,10,2,5,333606,0,0.293,0
9.3,5816,2,1,0.917,5,2,2,151216,1,0.62,1
13.2,6577,3,4,2.534,0,1,2,171002,1,0.88,0
3.9,6710,4,3,2.37,10,1,2,174460,1,0.26,1
0.7,5271,3,2,0.392,1,2,0,137046,1,0.047,0
3.4,5964,4,3,1.543,4,2,0,155064,1,0.227,0
13.8,13166,2,3,1.266,3,2,3,342316,1,0.92,1
7.6,4000,1,2,2.458,8,1,5,104000,0,0.507,0
1.3,10591,3,4,0.799,8,2,5,275366,0,0.087,0
3.2,1885,4,4,0.637,10,2,3,49010,0,0.213,1
1.7,1766,3,2,0.472,2,2,0,45916,0,0.113,1
10.9,1753,1,2,2.016,4,2,4,45578,0,0.727,0
0.9,12577,4,3,1.272,5,1,5,327002,0,0.06,1
14.6,8264,3,4,2.017,5,3,3,214864,0,0.973,1
10.5,14046,3,3,0.738,7,2,5,365196,0,0.7,1
9.1,12637,3,3,1.319,5,1,0,328562,0,0.607,1
8.2,5062,3,3,0.935,7,2,3,131612,0,0.547,1
6.4,7082,4,4,1.558,3,1,4,184132,1,0.427,0
5.9,3991,1,3,2.33,10,3,4,103766,1,0.393,1
0.9,10072,1,1,1.655,3,3,1,261872,0,0.06,0
4.9,5317,3,4,0.903,3,1,0,138242,0,0.327,1
13.5,14706,4,4,1.133,8,1,2,382356,1,0.9,1
6.1,5028,3,4,3.235,8,2,2,130728,1,0.407,1
2.9,4145,4,3,1.649,8,3,2,107770,0,0.193,1
4.9,4997,4,4,2.421,5,1,2,129922,0,0.327,0
0.9,6386,3,1,1.655,10,2,0,166036,0,0.06,0
13.3,9668,1,3,0.91,9,1,3,251368,1,0.887,0
6.3,19578,3,4,0.851,7,1,2,509028,1,0.42,1
11.4,7871,2,4,2.117,10,2,4,204646,0,0.76,1
1.6,3799,4,4,0.228,11,2,1,98774,0,0.107,1
3.0,5442,4,3,3.063,11,2,1,141492,1,0.2,1
0.5,2991,3,4,2.619,5,1,1,77766,1,0.033,1
4.5,5822,2,2,1.374,3,1,4,151372,0,0.3,1
5.8,7327,3,4,0.346,9,2,5,190502,1,0.387,1
19.8,7290,2,3,1.66,0,2,4,189540,1,1.0,0
3.3,3875,4,4,2.744,3,2,3,100750,1,0.22,0
8.2,10973,3,4,1.519,8,1,2,285298,0,0.547,1
5.3,8547,4,4,1.513,1,3,5,222222,1,0.353,1
7.3,20529,3,3,0.812,8,1,2,533754,1,0.487,1
2.1,2603,4,4,1.063,11,2,0,67678,1,0.14,1
6.3,1683,4,4,0.594,6,1,3,43758,0,0.42,1
0.6,4029,4,4,0.381,6,2,2,104754,1,0.04,1
1.6,5433,4,4,2.405,10,1,5,141258,0,0.107,1
0.9,12575,3,3,1.325,1,1,1,326950,1,0.06,1
7.2,10400,4,4,1.603,2,1,3,270400,0,0.48,1
15.7,3549,1,2,3.25,5,1,0,92274,1,1.0,1
12.3,1898,4,4,1.774,11,2,3,49348,1,0.82,0
6.9,5323,4,4,2.63,4,2,1,138398,1,0.46,1
1.6,9996,4,4,1.617,3,2,0,259896,0,0.107,1
4.3,5166,3,4,0.658,0,1,4,134316,1,0.287,1
2.6,9651,4,3,0.242,1,1,2,250926,1,0.173,1
4.4,7984,4,4,2.088,11,1,1,207584,1,0.293,1
7.8,4929,4,2,0.791,6,2,2,128154,1,0.52,1
6.5,4019,3,3,3.152,3,1,5,104494,1,0.433,1
8.6,3292,3,2,2.309,6,2,4,85592,1,0.573,1
5.7,4366,2,1,2.122,3,2,5,113516,0,0.38,0
13.8,9261,2,4,0.925,11,3,0,240786,0,0.92,1
4.5,4208,3,1,2.361,9,2,5,109408,1,0.3,1
5.2,11909,4,4,1.321,11,2,1,309634,1,0.347,1
4.0,6914,3,4,2.198,4,2,1,179764,0,0.267,1
10.1,8247,1,2,0.538,4,2,5,214422,0,0.673,1
0.7,15318,2,3,1.088,2,1,2,398268,1,0.047,0
3.3,2533,3,4,2.435,7,1,1,65858,1,0.22,1
4.7,9164,3,4,0.615,9,1,4,238264,0,0.313,1
7.6,4132,3,3,0.371,7,2,1,107432,0,0.507,1
1.5,4034,3,2,1.587,8,1,0,104884,1,0.1,1
2.4,3702,4,4,1.9,9,1,2,96252,0,0.16,1
3.8,13081,4,4,0.466,9,1,2,340106,0,0.253,0
4.1,6977,2,2,2.389,0,2,1,181402,1,0.273,0
14.8,5474,4,2,1.608,6,2,0,142324,0,0.987,0
1.5,6198,1,2,0.393,1,2,3,161148,1,0.1,0
1.4,3107,4,4,0.44,3,3,0,80782,1,0.093,1
5.9,4873,1,4,3.126,1,2,1,126698,0,0.393,0
16.9,13717,3,3,1.215,2,2,0,356642,0,1.0,1
8.7,8609,4,4,0.492,3,2,3,223834,1,0.58,1
18.0,5966,2,3,2.274,3,2,2,155116,0,1.0,0
8.1,10304,1,4,1.617,1,1,5,267904,0,0.54,1
1.7,5493,4,2,1.56,8,3,1,142818,1,0.113,1
0.6,1570,4,3,0.318,2,1,2,40820,0,0.04,0
0.7,8862,4,2,1.584,6,1,4,230412,1,0.047,1
1.2,4593,3,3,1.306,3,1,1,119418,1,0.08,1
4.4,17373,2,3,0.959,6,2,1,451698,1,0.293,1
9.0,18793,4,1,0.887,7,2,5,488618,0,0.6,1
12.4,1434,4,4,2.441,0,3,0,37284,1,0.827,1
8.5,11650,3,4,0.486,4,1,1,302900,0,0.567,0
2.9,4573,4,4,2.201,0,1,5,118898,1,0.193,0
16.6,8393,3,1,1.986,2,1,0,218218,0,1.0,1
3.4,2511,3,4,2.894,2,3,4,65286,1,0.227,1
2.3,6065,3,3,0.242,3,3,2,157690,1,0.153,1
1.0,3625,4,4,2.326,7,2,2,94250,1,0.067,1
4.2,3482,4,2,2.996,4,2,5,90532,1,0.28,1
4.2,11847,2,4,1.407,2,1,2,308022,1,0.28,0
7.7,10641,3,4,1.566,5,2,5,276666,1,0.513,0
2.7,10358,3,4,1.609,8,1,0,269308,1,0.18,1
13.8,5137,4,3,2.083,9,1,1,133562,0,0.92,0
4.6,7429,4,4,2.243,3,1,4,193154,1,0.307,1
2.4,3956,4,3,1.559,9,2,5,102856,1,0.16,0
5.3,6725,4,4,1.204,1,2,1,174850,1,0.353,1
1.1,2821,2,2,1.631,11,2,3,73346,0,0.073,0
3.4,11279,3,4,1.478,10,1,4,293254,0,0.227,0
5.5,20702,3,4,0.805,9,2,2,538252,1,0.367,1
9.5,2232,3,2,3.017,8,2,5,58032,1,0.633,1
18.1,7671,4,3,1.238,0,2,5,199446,1,1.0,1
5.2,2731,4,2,1.684,11,2,1,71006,1,0.347,0
3.8,3874,3,3,1.953,1,3,3,100724,1,0.253,0
2.4,8364,3,4,1.395,5,2,0,217464,0,0.16,1
20.0,10881,4,4,0.524,3,2,1,282906,1,1.0,1
3.1,8377,4,1,0.577,5,2,0,217802,1,0.207,0
5.1,8129,1,3,0.964,10,2,4,211354,0,0.34,1
11.2,5253,4,4,3.173,6,2,5,136578,1,0.747,1
4.8,8112,3,4,2.055,2,1,2,210912,1,0.32,1
10.0,4806,4,3,1.158,3,2,4,124956,1,0.667,1
5.8,16853,2,4,0.989,6,1,0,438178,1,0.387,1
11.1,10292,1,4,1.619,8,1,0,267592,0,0.74,0
2.4,2634,3,4,0.721,0,3,4,68484,1,0.16,1
6.9,6617,3,3,1.073,7,2,3,172042,1,0.46,1
0.9,13790,4,4,1.209,5,1,3,358540,1,0.06,1
4.8,2715,4,4,0.638,2,3,4,70590,1,0.32,1
3.7,13634,3,4,1.222,9,2,0,354484,0,0.247,1
2.3,9986,4,4,0.618,6,2,5,259636,1,0.153,1
3.1,11531,3,4,1.445,3,1,5,299806,1,0.207,1
2.0,11373,3,1,1.465,3,1,1,295698,1,0.133,1
12.0,4957,3,3,1.52,0,1,0,128882,1,0.8,1
5.8,9114,1,4,1.829,3,2,5,236964,0,0.387,1
8.2,10799,4,3,0.367,2,2,5,280774,0,0.547,1
4.3,9819,3,3,1.697,7,2,5,255294,0,0.287,0
3.8,7487,3,3,0.623,8,1,4,194662,0,0.253,0
3.1,5604,3,2,2.058,3,1,2,145704,0,0.207,1
10.8,7988,4,1,2.086,11,3,3,207688,1,0.72,1
8.4,2880,4,2,1.169,8,1,2,74880,1,0.56,1
3.0,6002,3,2,2.777,0,2,5,156052,1,0.2,1
1.8,3863,2,3,0.837,6,2,5,100438,1,0.12,1
13.2,3066,4,2,2.25,3,2,0,79716,0,0.88,1
2.3,5209,3,1,2.086,11,1,1,135434,0,0.153,1
1.8,3444,3,3,3.349,4,1,3,89544,1,0.12,1
1.0,3409,1,4,1.281,5,2,5,88634,0,0.067,1
11.0,3905,4,4,0.35,10,1,4,101530,0,0.733,0
4.8,2900,4,4,2.862,0,2,1,75400,0,0.32,0
2.8,7006,4,4,1.508,8,2,1,182156,1,0.187,1
1.2,3641,4,3,0.595,2,2,4,94666,1,0.08,1
1.5,23233,4,2,0.717,11,1,2,604058,1,0.1,1
1.0,9907,2,1,0.511,8,2,1,257582,0,0.067,1
5.6,2287,2,3,2.507,11,3,5,59462,0,0.373,1
3.9,4438,2,2,0.961,7,1,1,115388,1,0.26,1
5.6,2818,3,4,1.585,7,2,2,73268,1,0.373,1
1.1,9496,3,4,1.172,1,2,3,246896,0,0.073,1
1.0,5085,3,1,2.688,5,3,3,132210,0,0.067,1
1.6,11905,4,2,1.4,4,1,2,309530,1,0.107,0
5.1,1870,1,3,1.48,1,2,1,48620,0,0.34,1
2.8,5715,2,2,1.89,10,2,3,148590,1,0.187,0
38.9,3104,4,4,3.007,7,2,0,80704,1,1.0,1
1.0,10289,4,3,0.612,6,1,5,267514,1,0.067,1
13.2,8986,3,4,0.783,10,1,3,233636,1,0.88,1
1.8,8487,1,3,1.964,6,1,3,220662,0,0.12,1
15.1,4683,3,3,1.715,7,2,1,121758,0,1.0,1
5.5,2782,3,3,1.665,0,2,4,72332,1,0.367,0
12.3,2844,3,3,1.383,8,2,5,73944,1,0.82,1
10.2,6064,4,4,2.452,1,1,0,157664,1,0.68,1
3.2,4362,3,4,2.453,7,2,3,113412,0,0.213,1
1.9,15279,4,4,1.091,9,1,4,397254,1,0.127,1
2.4,2918,3,2,1.199,0,2,1,75868,0,0.16,0
0.5,2683,4,4,3.23,11,2,3,69758,0,0.033,1
0.7,3187,4,3,2.196,0,3,0,82862,1,0.047,1
13.8,12307,4,2,1.354,11,1,0,319982,1,0.92,1
3.8,2147,4,2,0.404,5,2,3,55822,1,0.253,1
3.5,11124,2,2,1.019,1,1,2,289224,1,0.233,1
7.1,1022,3,3,1.402,8,3,3,26572,1,0.473,0
1.9,11162,2,4,1.493,2,1,5,290212,0,0.127,0
2.7,4571,3,4,2.516,2,3,0,118846,1,0.18,1
6.8,10778,3,3,1.546,8,1,2,280228,0,0.453,1
1.7,6675,4,2,0.529,6,2,4,173550,1,0.113,1
1.6,11474,4,4,0.619,10,1,1,298324,1,0.107,0
5.3,4927,3,4,0.954,9,2,0,128102,0,0.353,1
4.6,2797,3,2,0.918,3,3,5,72722,1,0.307,0
8.5,10168,4,4,1.639,8,2,5,264368,0,0.567,1
0.8,3482,4,2,1.8,1,1,1,90532,0,0.053,0
0.6,5545,4,4,2.633,3,2,4,144170,0,0.04,0
1.8,12128,3,3,1.374,0,1,5,315328,0,0.12,0
5.5,15657,4,3,1.064,10,3,2,407082,1,0.367,0
4.7,8101,1,4,0.539,11,1,5,210626,0,0.313,0
12.3,22012,3,4,0.757,0,2,4,572312,0,0.82,1
4.8,6665,3,3,1.67,2,1,5,173290,1,0.32,1
4.5,7830,2,3,2.095,10,3,0,203580,1,0.3,1
1.7,4671,2,4,1.363,0,2,5,121446,0,0.113,0
0.7,10745,2,3,1.551,0,2,5,279370,1,0.047,1
25.9,8256,4,3,2.019,4,2,4,214656,0,1.0,1
19.3,5501,3,2,0.66,6,3,3,143026,0,1.0,1
1.1,6406,4,4,2.602,6,1,5,166556,1,0.073,1
3.6,6723,3,2,1.74,9,2,5,174798,0,0.24,1
5.7,4110,2,3,3.106,8,1,2,106860,0,0.38,1
1.8,9315,2,4,1.789,2,2,5,242190,0,0.12,1
14.9,4805,4,4,1.339,1,2,3,124930,1,0.993,1
10.0,6678,3,4,0.324,10,2,2,173628,1,0.667,1
17.1,7562,4,3,1.397,0,2,2,196612,0,1.0,1
1.1,4251,4,3,1.796,6,1,1,110526,1,0.073,1
5.0,9255,4,4,1.801,8,2,1,240630,1,0.333,1
16.9,6051,4,1,1.867,2,2,1,157326,1,1.0,0
6.4,5805,4,4,1.361,5,2,2,150930,1,0.427,1
11.8,10534,4,2,1.392,7,2,1,273884,1,0.787,1
0.9,3429,3,4,2.625,10,2,0,89154,1,0.06,1
6.9,12434,4,3,1.34,11,1,3,323284,1,0.46,0
6.3,3853,3,3,1.246,4,1,4,100178,1,0.42,1
5.5,18774,4,4,0.888,9,2,4,488124,1,0.367,1
10.4,3873,4,4,2.375,2,1,3,100698,0,0.693,1
8.1,10348,4,4,1.611,1,1,2,269048,1,0.54,1
10.4,14411,3,2,1.157,5,2,5,374686,1,0.693,1
17.8,8246,4,4,2.021,8,2,4,214396,1,1.0,1
11.5,7117,2,3,2.342,7,2,1,185042,1,0.767,1
4.3,5356,3,3,1.848,4,2,1,139256,1,0.287,0
6.4,6316,4,3,1.282,0,1,5,164216,1,0.427,0
10.0,8046,4,3,0.949,0,1,4,209196,1,0.667,0
4.2,12289,3,3,1.112,4,2,5,319514,1,0.28,1
7.2,4776,4,4,2.806,9,2,5,124176,0,0.48,1
2.1,6452,2,4,2.211,8,2,5,167752,1,0.14,0
15.1,6203,3,1,2.257,11,2,5,161278,1,1.0,1
10.1,8859,4,2,1.332,4,2,4,230334,0,0.673,1
10.9,5585,4,3,1.08,1,2,5,145210,1,0.727,1
18.3,2634,4,2,1.974,10,2,3,68484,0,1.0,0
5.7,4308,3,3,3.435,7,1,3,112008,0,0.38,1
1.0,2718,2,3,3.238,11,1,5,70668,0,0.067,1
16.1,2326,4,4,1.834,6,3,3,60476,1,1.0,1
1.8,4143,2,3,2.647,0,1,5,107718,0,0.12,1
1.2,6815,2,3,2.01,8,1,0,177190,1,0.08,1
10.7,3261,3,1,0.746,8,3,3,84786,0,0.713,1
6.3,5877,4,3,2.836,0,2,1,152802,0,0.42,1
3.4,7606,3,3,1.455,8,2,2,197756,1,0.227,0
16.0,6014,4,2,0.432,3,1,0,156364,1,1.0,1
26.5,5061,2,3,0.54,5,2,5,131586,0,1.0,0
0.8,2616,4,2,1.567,3,2,3,68016,1,0.053,1
0.8,13947,4,3,1.195,7,2,1,362622,0,0.053,1
0.5,13694,2,2,1.217,3,1,5,356044,0,0.033,1
0.8,5835,4,4,0.743,1,2,2,151710,1,0.053,1
0.8,4935,4,1,2.573,7,2,4,128310,1,0.053,1
2.9,3254,3,2,2.827,9,3,2,84604,0,0.193,0
16.0,6394,3,3,1.246,8,1,0,166244,1,1.0,1
14.3,2987,1,3,0.893,10,1,4,77662,1,0.953,0
0.5,8952,4,3,1.862,5,2,5,232752,1,0.033,1
32.6,2057,4,4,0.891,1,2,2,53482,1,1.0,1
1.8,5008,2,4,2.469,8,2,3,130208,1,0.12,0
3.3,6606,4,1,2.301,10,1,2,171756,1,0.22,0
5.4,24237,2,4,0.688,5,1,3,630162,1,0.36,1
2.0,1771,1,3,2.447,6,2,1,46046,1,0.133,0
0.6,8673,3,3,1.922,0,2,4,225498,0,0.04,1
0.9,3090,3,4,2.783,3,2,3,80340,0,0.06,1
3.1,6392,1,3,2.341,7,3,4,166192,0,0.207,0
7.6,2385,1,3,1.999,0,1,0,62010,0,0.507,1
12.4,3464,4,2,2.213,7,2,2,90064,1,0.827,1
5.2,3018,4,3,1.381,3,2,5,78468,1,0.347,1
9.1,5012,4,3,1.443,0,2,0,130312,0,0.607,1
1.3,8014,3,4,0.936,6,2,1,208364,1,0.087,1
2.2,4442,1,2,2.904,10,1,1,115492,1,0.147,0
2.1,3181,4,3,3.238,7,2,2,82706,1,0.14,0
8.9,7900,4,2,0.751,9,1,0,205400,1,0.593,0
8.3,2202,4,2,3.164,11,2,5,57252,1,0.553,0
1.7,4296,1,2,2.677,1,2,5,111696,0,0.113,1
9.6,7188,4,2,1.094,0,1,2,186888,1,0.64,1
5.4,8425,4,4,1.393,6,1,3,219050,0,0.36,1
3.5,8650,4,4,1.268,1,1,2,224900,0,0.233,1
4.3,6659,4,4,2.188,4,3,0,173134,1,0.287,1
5.0,14171,3,3,1.176,11,1,4,368446,1,0.333,1
6.4,15699,3,4,1.062,10,1,3,408174,1,0.427,1
2.9,7785,1,4,1.696,3,1,1,202410,0,0.193,1
5.8,5324,2,3,1.847,10,3,3,138424,1,0.387,1
1.7,2445,4,3,2.577,11,2,3,63570,1,0.113,1
16.6,13561,2,4,0.243,2,1,1,352586,0,1.0,1
6.6,8865,4,3,0.305,9,1,1,230490,1,0.44,1
9.7,8122,1,3,2.052,3,1,5,211172,1,0.647,0
3.6,4263,3,1,2.463,5,2,5,110838,0,0.24,0
19.2,4866,1,4,2.432,8,2,1,126516,1,1.0,0
10.7,1932,2,4,2.985,11,2,2,50232,1,0.713,1
5.4,10069,1,4,0.626,11,2,4,261794,0,0.36,0
5.5,1385,4,4,3.321,1,2,3,36010,1,0.367,1
8.7,1474,3,3,2.171,5,2,1,38324,1,0.58,1
13.2,2640,4,3,2.323,6,2,3,68640,1,0.88,1
3.4,2704,3,3,3.415,1,2,2,70304,0,0.227,1
8.6,3892,4,4,2.004,6,2,1,101192,0,0.573,1
2.7,5784,1,3,2.663,1,2,4,150384,0,0.18,0
7.0,9216,3,2,1.808,7,1,3,239616,0,0.467,1
5.8,2928,3,3,0.433,0,3,3,76128,0,0.387,1
6.3,11824,3,4,1.41,9,3,3,307424,1,0.42,1
16.2,7062,3,4,1.057,4,2,3,183612,1,1.0,1
6.8,9422,4,3,1.769,6,2,3,244972,0,0.453,1
7.5,5897,2,3,1.747,4,1,3,153322,0,0.5,0
7.8,5829,4,3,2.859,11,1,3,151554,1,0.52,1
0.8,5278,4,4,2.318,10,2,4,137228,1,0.053,0
15.3,3470,2,4,1.816,9,3,4,90220,0,1.0,1
3.3,8645,1,3,0.729,4,2,2,224770,0,0.22,0
4.7,3261,3,2,0.46,8,1,3,84786,0,0.313,1
8.6,1671,4,4,1.735,5,1,1,43446,1,0.573,1
6.7,9649,3,4,1.029,0,1,4,250874,1,0.447,1
3.7,4808,4,2,0.326,10,2,3,125008,1,0.247,1
5.2,11936,2,3,0.871,2,1,0,310336,1,0.347,1
6.4,2955,3,4,3.046,5,3,1,76830,0,0.427,1
9.3,3967,2,4,3.453,6,1,3,103142,0,0.62,1
3.4,4554,4,4,1.318,6,1,2,118404,1,0.227,0
9.1,2941,4,3,0.952,11,2,5,76466,1,0.607,1
1.5,6297,3,4,2.647,6,2,1,163722,1,0.1,1
1.4,12651,2,4,1.317,3,1,5,328926,1,0.093,1
10.9,6467,2,2,2.448,6,2,2,168142,0,0.727,1
2.6,5025,4,3,2.308,4,1,5,130650,1,0.173,0
3.6,8076,3,4,0.466,2,2,2,209976,1,0.24,1
22.4,12279,3,4,1.357,0,2,3,319254,1,1.0,1
8.3,6433,4,1,1.446,7,2,3,167258,1,0.553,1
2.2,6288,4,4,1.394,8,2,3,163488,1,0.147,1
2.0,5262,4,3,1.115,9,2,5,136812,1,0.133,1
7.7,8531,2,4,1.493,5,1,3,221806,0,0.513,1
5.6,5483,3,4,1.714,10,2,4,142558,0,0.373,1
1.4,5275,3,4,1.163,1,3,3,137150,1,0.093,1
1.4,15291,4,3,0.839,0,2,4,397566,1,0.093,1
2.4,3901,4,4,0.487,10,2,5,101426,1,0.16,1
6.8,7531,3,4,2.213,7,1,1,195806,0,0.453,1
1.9,11069,4,4,1.506,6,3,1,287794,1,0.127,0
10.3,8919,4,2,1.869,2,1,2,231894,1,0.687,1
11.6,11493,1,2,0.905,3,1,1,298818,1,0.773,1
6.3,6364,2,2,0.529,1,2,1,165464,1,0.42,0
1.3,4176,4,3,1.852,6,2,3,108576,1,0.087,1
5.0,3141,3,3,1.815,11,3,0,81666,1,0.333,0
2.5,2730,4,4,3.114,9,3,4,70980,1,0.167,1
5.0,4784,4,3,1.658,9,2,4,124384,0,0.333,0
5.5,4769,3,1,2.425,10,1,2,123994,1,0.367,1
11.9,2674,2,4,2.767,2,3,5,69524,1,0.793,1
0.7,3739,2,4,0.758,0,1,1,97214,0,0.047,1
0.9,5617,1,4,2.967,11,2,4,146042,0,0.06,1
1.0,4301,4,4,1.938,1,1,2,111826,1,0.067,1
14.6,9989,3,2,1.669,4,2,0,259714,0,0.973,1
13.5,17784,1,1,0.937,0,2,3,462384,0,0.9,1
9.6,2479,4,3,1.197,2,2,0,64454,1,0.64,1
1.7,4193,4,4,1.55,8,1,0,109018,0,0.113,0
2.1,15036,2,4,1.108,5,1,0,390936,1,0.14,0
14.9,4329,4,4,3.45,5,1,5,112554,1,0.993,1
4.1,10791,3,4,1.544,0,1,4,280566,1,0.273,0
5.5,6740,3,4,1.914,5,1,4,175240,0,0.367,1
1.2,5670,2,3,0.429,10,1,3,147420,1,0.08,1
1.2,3146,4,4,1.854,0,2,2,81796,1,0.08,1
7.0,7248,4,4,2.171,0,1,0,188448,0,0.467,1
6.7,7156,4,3,0.321,7,2,0,186056,0,0.447,0
9.6,10335,4,4,0.381,1,1,5,268710,1,0.64,1
7.8,20528,4,2,0.812,11,1,2,533728,0,0.52,0
1.4,3195,4,4,1.127,5,2,0,83070,0,0.093,1
4.7,2871,1,4,1.103,11,2,1,74646,0,0.313,1
2.4,15153,2,3,1.1,10,1,2,393978,1,0.16,1
3.6,5029,4,3,3.221,0,2,4,130754,1,0.24,1
1.5,8460,2,3,0.875,4,2,5,219960,0,0.1,1
6.9,6307,1,4,1.834,0,2,4,163982,0,0.46,0
3.7,6896,4,4,2.417,9,1,5,179296,1,0.247,0
3.9,1878,3,4,1.012,10,2,0,48828,0,0.26,1
5.8,5896,4,1,2.804,5,1,3,153296,1,0.387,0
4.3,5030,3,2,0.908,1,2,4,130780,1,0.287,1
9.8,10266,4,2,0.279,9,1,1,266916,1,0.653,1
11.9,7688,2,2,0.841,3,2,2,199888,1,0.793,1
1.4,6622,4,4,2.517,1,1,1,172172,1,0.093,1
2.1,8657,3,4,1.163,11,1,5,225082,0,0.14,1
8.3,7606,3,2,2.191,8,2,0,197756,1,0.553,1
0.7,6319,4,4,1.203,11,1,4,164294,1,0.047,1
8.4,3022,4,3,2.669,4,3,1,78572,1,0.56,1
23.6,5901,3,2,2.452,10,2,0,153426,1,1.0,1
34.9,3896,1,1,1.275,10,2,0,101296,1,1.0,1
12.1,1693,4,3,3.17,3,2,5,44018,1,0.807,0
3.2,7191,1,4,2.137,1,1,0,186966,1,0.213,1
5.9,6896,4,3,1.634,1,1,5,179296,0,0.393,1
5.9,8570,4,4,1.583,6,1,3,222820,1,0.393,1
7.2,3678,1,3,2.22,2,2,4,95628,0,0.48,0
14.7,6715,4,4,1.345,2,1,5,174590,1,0.98,1
18.3,3465,3,3,1.414,5,2,5,90090,1,1.0,1
9.6,5795,4,4,2.876,9,2,1,150670,1,0.64,1
4.0,3391,4,3,1.878,4,3,2,88166,1,0.267,1
2.3,7862,3,4,0.92,8,1,3,204412,1,0.153,1
13.8,5632,4,3,0.669,6,3,2,146432,1,0.92,0
7.0,7399,4,3,2.253,0,2,2,192374,1,0.467,1
16.7,6862,4,2,2.429,1,2,3,178412,0,1.0,1
4.7,24461,2,3,0.681,2,1,2,635986,0,0.313,1
1.6,4600,4,2,2.014,6,3,1,119600,1,0.107,1
4.7,4330,3,3,2.356,11,1,3,112580,0,0.313,1
0.7,7761,2,4,0.507,10,1,0,201786,1,0.047,0
9.0,6949,4,4,1.425,9,1,2,180674,1,0.6,1
7.9,4458,2,4,0.695,5,2,4,115908,0,0.527,1
3.9,4512,4,4,2.711,7,3,2,117312,1,0.26,1
2.5,4681,3,4,1.381,10,2,4,121706,0,0.167,1
0.5,1367,4,3,0.293,9,3,3,35542,1,0.033,1
15.6,3298,3,3,1.031,4,1,5,85748,1,1.0,1
6.9,1964,4,2,3.394,7,1,2,51064,1,0.46,1
7.5,3602,3,2,1.823,2,2,3,93652,0,0.5,1
21.7,21951,4,4,0.759,1,1,0,570726,0,1.0,1
6.9,15365,2,4,1.085,10,2,3,399490,1,0.46,1
2.7,11822,3,4,0.561,9,1,3,307372,0,0.18,1
4.2,5650,3,1,0.236,4,1,1,146900,0,0.28,0
20.6,4622,4,3,1.111,2,2,1,120172,1,1.0,1
12.3,4522,3,2,2.713,10,2,2,117572,1,0.82,1
9.1,3459,4,2,0.491,11,2,3,89934,0,0.607,0
2.2,4395,3,3,0.334,7,1,3,114270,1,0.147,1
0.6,4498,3,4,2.964,1,2,2,116948,1,0.04,1
25.1,18783,1,3,0.887,2,1,3,488358,1,1.0,1
0.6,8348,3,4,0.483,4,2,1,217048,1,0.04,0
6.4,5992,2,2,0.506,10,1,5,155792,0,0.427,1
2.9,12892,4,2,1.293,1,2,0,335192,0,0.193,1
2.1,5849,4,3,2.849,7,2,0,152074,1,0.14,1
4.7,6854,4,3,2.169,2,1,4,178204,1,0.313,1
4.7,3804,4,4,0.307,5,1,2,98904,1,0.313,1
4.1,13598,4,4,0.529,0,3,5,353548,0,0.273,1
25.7,6820,2,4,2.356,3,2,0,177320,1,1.0,1
0.6,9799,4,4,0.854,10,1,0,254774,1,0.04,1
11.6,27445,4,4,0.607,1,2,0,713570,1,0.773,0
6.5,4550,4,1,1.971,6,1,0,118300,1,0.433,0
1.1,10953,4,3,1.522,2,2,2,284778,0,0.073,1
3.1,8989,2,4,1.854,9,2,2,233714,0,0.207,1
10.7,7412,4,2,1.992,4,2,2,192712,0,0.713,1
6.4,10866,3,3,0.614,6,1,3,282516,0,0.427,0
7.3,13136,2,3,1.269,10,2,0,341536,0,0.487,1
1.6,8353,3,3,1.995,7,1,0,217178,1,0.107,0
6.9,6587,3,3,2.52,0,3,3,171262,0,0.46,0
13.0,5353,2,4,2.447,10,3,3,139178,1,0.867,1
5.2,42781,4,4,0.39,8,1,4,1112306,1,0.347,1
